brandName,genericName,strength,formulation,category,aliases,betaAllowed
Panlord-D Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Panloz 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panmac-DSR Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panmax 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panmax-D Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Panmax-DSR 30mg/40mg Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panmay DSR 30mg/40mg Tablet,Domperidone,30mg,Tablet,PPIs/Reflux,"['Acid Cool DSR 30mg/20mg Tablet', 'Acipan D 30mg/40mg Tablet SR', 'Ancera D 30mg/20mg Tablet']",True
Panme D 10mg/40mg Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Panme-D Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Panme-DSR Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panmec D 30mg/40mg Capsule SR,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panmed 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panmerz D 30mg/40mg Capsule SR,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panmet D Capsule SR,Domperidone,NA,Capsule,PPIs/Reflux,"['Aldepraz D Capsule SR', 'Esopen DSR Capsule', 'Entazel D Capsule']",True
Panmid 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panmint 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panmint D Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Panmo-DSR Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panmol 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panmund 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panmund D 10mg/40mg Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Panna 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panna-DSR Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Pannav-DSR Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Pannex-DSR Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Pannok 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Pannwin 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Pannwin D 30mg/40mg Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Pano 40 Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Pano 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Pano-D 10mg/40mg Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Pano-DSR Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panodar 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panodec L 75mg/40mg Tablet,Levosulpiride,75mg,Tablet,PPIs/Reflux,"['Acipride 75mg/20mg Tablet XL', 'Atrarab LS 75mg/20mg Tablet', 'Arz L 75mg/20mg Tablet']",True
Panofin 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panol 40 Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panol DSR 30mg/40mg Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panolic-DSR Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panomp D Tablet,Domperidone,30mg,Tablet,PPIs/Reflux,"['Acid Cool DSR 30mg/20mg Tablet', 'Acipan D 30mg/40mg Tablet SR', 'Ancera D 30mg/20mg Tablet']",True
Panon 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panon D 10 mg/40 mg Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Panon-DSR 30mg/40mg Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panone D 10mg/40mg Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Panonic D 30mg/40mg Capsule SR,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panop-DSR Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panopaz 40 Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panopaz-D Capsule SR,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panora 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panora D 10mg/40mg Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Panorem D 30mg/40mg Tablet,Domperidone,30mg,Tablet,PPIs/Reflux,"['Acid Cool DSR 30mg/20mg Tablet', 'Acipan D 30mg/40mg Tablet SR', 'Ancera D 30mg/20mg Tablet']",True
Panorita DSR Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panoryl D 30mg/40mg Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panoset DSR Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panostok-CT Capsule ER,Cinitapride,3mg,Capsule,PPIs/Reflux,"['Cintodac  Capsule', 'Cinpax 3mg/40mg Capsule', 'Dazole CT 3mg/40mg Capsule']",True
Panostok-DSR Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panotroy DSR Capsule,Domperidone,10mg,Capsule,PPIs/Reflux,"['AIG D 10mg/20mg Capsule', 'Acitec D 10mg/20mg Capsule', 'Acizole D 10mg/20mg Capsule']",True
Panozen 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panpar 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panpar DSR 30mg/40mg Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panpari 40 Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panpari-D 10mg/40mg Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Panpazole L 75mg/40mg Capsule SR,Levosulpiride,75mg,Capsule,PPIs/Reflux,"['Acera-L Capsule SR', 'Acidart 75mg/20mg Capsule', 'Ansuper-Plus Capsule SR']",True
Panpazole-DSR 30mg/40mg Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panpee-DSR Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panper 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panphar D 10 Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Panphar D 10mg/20mg Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Panpil 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panplus 20 Tablet,Pantoprazole,20mg,Tablet,PPIs/Reflux,"['Aciban 20 Tablet', 'Acipan 20mg Tablet', 'Alpan 20mg Tablet']",True
Panplus 40 Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panplus D 40 Capsule PR,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panplus D20 Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Panpol 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panpol-DSR Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panpot 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panpot- DSR capsule,Domperidone,30mg,Tablet,PPIs/Reflux,"['Acid Cool DSR 30mg/20mg Tablet', 'Acipan D 30mg/40mg Tablet SR', 'Ancera D 30mg/20mg Tablet']",True
Panpra D 10mg/40mg Capsule,Domperidone,10mg,Capsule,PPIs/Reflux,"['AIG D 10mg/20mg Capsule', 'Acitec D 10mg/20mg Capsule', 'Acizole D 10mg/20mg Capsule']",True
Panpra IT 40mg/150mg Capsule SR,Pantoprazole,40mg,Capsule,PPIs/Reflux,"['Alizol-IP 40mg/150mg Capsule SR', 'Amalzol-IT Capsule SR', 'Avtop I 40mg/150mg Capsule SR']",True
Panpra-DSR Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panpraz 40 Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panpraz D 10mg/40mg Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Panpraz D 30mg/40mg Capsule SR,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panprez 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panprezol D 30mg/40mg Capsule SR,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panpro 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panpro DSR 30mg/40mg Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panpro-D 10mg/40mg Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Panpure 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panpure DSR Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panpure Tablet,Pantoprazole,20mg,Tablet,PPIs/Reflux,"['Aciban 20 Tablet', 'Acipan 20mg Tablet', 'Alpan 20mg Tablet']",True
Panqt-DSR Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panqub-DSR Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panque DSR 30mg/40mg Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panquick 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panquick D 10mg/40mg Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Panquick DSR 30mg/40mg Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panrab D 30mg/40mg Capsule SR,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panrav-D Capsule SR,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panrawin 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panrem 40 Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panrem D 30mg/40mg Capsule SR,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panrem-D Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Panrem-DSR Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panret 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panret D 30mg/40mg Capsule SR,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panric 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panric D 10mg/40mg Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Panrica DSR Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panrig DSR Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panrik 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panrik-DM 10mg/20mg Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Panril 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panril-DSR 30mg/40mg Tablet,Domperidone,30mg,Tablet,PPIs/Reflux,"['Acid Cool DSR 30mg/20mg Tablet', 'Acipan D 30mg/40mg Tablet SR', 'Ancera D 30mg/20mg Tablet']",True
Panrio 40 Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panrio D 30mg/40mg Capsule SR,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panrite 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panrite D 30mg/40mg Tablet SR,Domperidone,30mg,Tablet,PPIs/Reflux,"['Acid Cool DSR 30mg/20mg Tablet', 'Acipan D 30mg/40mg Tablet SR', 'Ancera D 30mg/20mg Tablet']",True
Panriv 40 Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panriv-D Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Panriv-DSR Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panrob D 10mg/40mg Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Panroll 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panros 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panros D 10mg/40mg Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Panross 40 Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panross-DSR Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Panroz 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panrun 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Panrun D 10mg/40mg Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Panrun-SR Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Pansa 40 Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Pansa DSR Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Pansa-D Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Pansab 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Pansafe 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Pansafe DSR 30mg/40mg Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Pansafe-D 10mg/40mg Tablet,Domperidone,10mg,Tablet,PPIs/Reflux,"['Aciloc RD 20 Tablet', 'Alsar D 10mg/20mg Tablet', 'Arcopan D 10mg/40mg Tablet']",True
Pansalve 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Pansalve-DSR Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Pansam 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Pansar 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Pansar D 30mg/40mg Capsule SR,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Pansco 40mg Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
Pansco-DSR Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Pansec D 10mg/40mg Capsule,Domperidone,10mg,Capsule,PPIs/Reflux,"['AIG D 10mg/20mg Capsule', 'Acitec D 10mg/20mg Capsule', 'Acizole D 10mg/20mg Capsule']",True
Pansec DSR Capsule,Domperidone,30mg,Capsule,PPIs/Reflux,"['Acera-D Capsule SR', 'Anleo-DSR Capsule', 'Arorab HD 30mg/40mg Capsule SR']",True
Pansec Tablet,Pantoprazole,40mg,Tablet,PPIs/Reflux,"['Aciban 40 Tablet', 'Apnicid 40mg Tablet', 'Arropan 40mg Tablet']",True
